license_type,business_name,street_address,status,city,state,zip_code,phone_no,year,licence_number,full_address,active,lat,lon
Restaurant (A-M) License,CARNICERIA LOS GALLOS,2024 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-931-2078,2021,RST2021-276,"2024 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6719141,-86.2798772
Automotive Repair License,ROB'S SERVICE CENTER,5307 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-288-9110,2021,AUT2021-056,"5307 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6720636,-86.320989
Automotive Repair License,1 STOP VEHICLE RECONDITIONING,1824   LINCOLN WAY,RENEWED,SOUTH BEND,IN,46613,574-288-2277,2020,2070AUTO2020,"1824   LINCOLN WAY, SOUTH BEND, IN, 46613",FALSE,41.6577897,-86.2198833
Restaurant (N-Z) License,THE SKILLET RESTAURANT,2212   MCKINLEY AVE,RENEWED,SOUTH BEND,IN,46615,574-234-6069,2020,1093RESTZ2020,"2212   MCKINLEY AVE, SOUTH BEND, IN, 46615",FALSE,41.6799537,-86.2154734
Restaurant (N-Z) License,PALACIO TROPICAL,2012 W WESTERN AVE,CLOSED,SOUTH BEND,IN,46619,574-288-9074,2021,RST2021-425,"2012 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6720455,-86.2791791
Restaurant (N-Z) License,SUBWAY / GOPAL NANDA INC.,135 E IRELAND RD,EXPIRED,SOUTH BEND,IN,46614,574-299-8306,2023,RST2023-048,"135 E IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6292516,-86.2495541
Alarm Agent License,"ACADIAN MONITORING SERVICES, L","302 Hopkins St, Lafayette, LA 70509",RENEWED,LAFAYETTE,LA,70509,888-558-9911,2020,5972ALARM2020,"302 Hopkins St, Lafayette, LA 70509, LAFAYETTE, LA, 70509",FALSE,NA,NA
Restaurant (N-Z) License,SUBWAY #035,6424 W  BRICK RD,ACTIVE,SOUTH BEND,IN,46628,574-272-8212,2023,RST2023-388,"6424 W  BRICK RD, SOUTH BEND, IN, 46628",FALSE,NA,NA
Self Service Laundry/Dry Cleaner License,BURTON'S LAUNDRY,1897 E  IRELAND RD,RENEWED,SOUTH BEND,IN,46615,574-255-6101,2020,539SSLAUN2020,"1897 E  IRELAND RD, SOUTH BEND, IN, 46615",FALSE,41.6295651,-86.2200353
Arborist License,TLC TREE REMOVAL INC.,"P.O. BOX 1332, SOUTH BEND, IN 46624",RENEWED,SOUTH BEND,IN,46624,574-291-0233,2021,ARB2021-014,"P.O. BOX 1332, SOUTH BEND, IN 46624, SOUTH BEND, IN, 46624",FALSE,NA,NA
Arborist License,TRUGREEN INC.,3606 GAGNON ST,RENEWED,SOUTH BEND,IN,46628,574-233-9700,2021,ARB2021-035,"3606 GAGNON ST, SOUTH BEND, IN, 46628",FALSE,41.7180351,-86.2984676
Automotive Repair License,POMP'S TIRE SERVICE,4207 N  MAYFLOWER RD,RENEWED,GREEN BAY,WI,54301,574-271-3850,2020,2787AUTO2020,"4207 N  MAYFLOWER RD, GREEN BAY, WI, 54301",FALSE,NA,NA
Restaurant (A-M) License,LITTLE CAESARS PIZZA,4329 W WESTERN AVE,ACTIVE,South Bend,IN,46619,574-885-3654,2023,RST2023-145,"4329 W WESTERN AVE, South Bend, IN, 46619",FALSE,41.6719514,-86.3072456
Restaurant (N-Z) License,PIZZA HUT #34144,4615 MIAMI ST,RENEWED,SOUTH BEND,IN,46614,574-231-9181,2021,RST2021-286,"4615 MIAMI ST, SOUTH BEND, IN, 46614",FALSE,41.6275216,-86.2357263
Restaurant (A-M) License,BARBICI ITALIAN STREET FOOD,1233 N  EDDY ST,CLOSED,SOUTH BEND,IN,46635,574-251-1330,2020,6688RESTAM2020,"1233 N  EDDY ST, SOUTH BEND, IN, 46635",FALSE,41.6913517,-86.2358199
Restaurant (A-M) License,Soulful Kitchen,1412 Carroll St.,RENEWED,SOUTH BEND,IN,46613,NA,2022,RST2022-322,"1412 Carroll St., SOUTH BEND, IN, 46613",FALSE,41.6599673,-86.2460228
Automotive Repair License,BELLE TIRE DISTRIBUTORS INC.,4337 S MICHIGAN ST,ACTIVE,SOUTH BEND,IN,46614,574-314-5226,2023,AUT2023-026,"4337 S MICHIGAN ST, SOUTH BEND, IN, 46614",FALSE,41.6305125,-86.2509872
Self Service Laundry/Dry Cleaner License,BURTON'S LAUNDRY,2626   MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-255-6101,2020,538SSLAUN2020,"2626   MISHAWAKA AVE, SOUTH BEND, IN, 46615",FALSE,41.665797,-86.2095066
Restaurant (A-M) License,LONG JOHN SILVER'S #40,4949 W  WESTERN AVE,CLOSED,BABYLON,NY,11702,574-287-7471,2020,8308RESTAM2020,"4949 W  WESTERN AVE, BABYLON, NY, 11702",FALSE,40.7614173,-73.3436617
Restaurant (A-M) License,Edible Arrangements,"123 S MICHIGAN ST, SOUTH BEND, IN, 46601",READY2ISSU,South Bend,IN,46601,574-234-8182,2023,RST2023-183,"123 S MICHIGAN ST, SOUTH BEND, IN, 46601, South Bend, IN, 46601",FALSE,41.6825204,-86.2504095
Restaurant (N-Z) License,PAPA JOHN'S PIZZA 3031,"928 S MAYFLOWER RD, SOUTH BEND, IN, 46619",RENEWED,South Bend,IN,46619,502-935-6329,2021,RST2021-139,"928 S MAYFLOWER RD, SOUTH BEND, IN, 46619, South Bend, IN, 46619",FALSE,NA,NA
Restaurant (A-M) License,HEALTHY HAPPIES,2043 E  IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-242-2627,2020,8391RESTAM2020,"2043 E  IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6295686,-86.2189336
Arborist License,"KEVIN'S TREE & LANDSCAPING OF MICHIANA, INC.",24055 IN-23,RENEWED,SOUTH BEND,IN,46614,574-247-1410,2020,1656ARBOR2020,"24055 IN-23, SOUTH BEND, IN, 46614",FALSE,NA,NA
Restaurant (A-M) License,Evangel Heights United Methodist Church,"114 N IRONWOOD DR, SOUTH BEND, IN, 46615",ACTIVE,South Bend,IN,46615,574-234-8379,2023,RST2023-092,"114 N IRONWOOD DR, SOUTH BEND, IN, 46615, South Bend, IN, 46615",FALSE,NA,NA
Restaurant (A-M) License,The Breakfast Club South Bend,"231 S MICHIGAN ST, SOUTH BEND, IN, 46601",READY2ISSU,SOUTH BEND,IN,46601,574-378-8050,2023,RST2023-262,"231 S MICHIGAN ST, SOUTH BEND, IN, 46601, SOUTH BEND, IN, 46601",FALSE,41.6825204,-86.2504095
Restaurant (N-Z) License,SMART NUTRITION FOR LIFE,1643 EDISON RD,RENEWED,SOUTH BEND,IN,46637,574-300-3302,2021,RST2021-365,"1643 EDISON RD, SOUTH BEND, IN, 46637",FALSE,41.6944917,-86.2245279
Arborist License,CUT RITE SERVICES,2604 SR 331,RENEWED,BREMEN,IN,46506,574-784-8889,2022,ARB2022-012,"2604 SR 331, BREMEN, IN, 46506",FALSE,41.4465634,-86.1366326
Hotel and Motel License,THE OLIVER INN,630 W WASHINGTON ST,RENEWED,SOUTH BEND,IN,46601,574-232-4545,2021,HTM2021-014,"630 W WASHINGTON ST, SOUTH BEND, IN, 46601",FALSE,41.6762286,-86.2582299
Restaurant (N-Z) License,SAINT CASIMIR CATHOLIC CHURCH,1308 DUNHAM ST,ACTIVE,SOUTH BEND,IN,46619,574-288-5708,2023,RST2023-212,"1308 DUNHAM ST, SOUTH BEND, IN, 46619",FALSE,41.666628,-86.26915
Restaurant (A-M) License,KNIGHTS OF COLUMBUS#553,"553 E WASHINGTON ST, SOUTH BEND, IN, 46617",READY2ISSU,SOUTH BEND,IN,46601,574-234-9800,2023,RST2023-395,"553 E WASHINGTON ST, SOUTH BEND, IN, 46617, SOUTH BEND, IN, 46601",FALSE,NA,NA
Restaurant (N-Z) License,ROCCO'S RESTAURANT,537 N  SAINT LOUIS BLVD,RENEWED,SOUTH BEND,IN,46617,574-233-2464,2020,931RESTZ2020,"537 N  SAINT LOUIS BLVD, SOUTH BEND, IN, 46617",FALSE,41.683098,-86.2415958
Restaurant (N-Z) License,PEGGS,"127 S MICHIGAN ST, SOUTH BEND, IN, 46601",READY2ISSU,South Bend,IN,46601,574-520-1777,2023,RST2023-379,"127 S MICHIGAN ST, SOUTH BEND, IN, 46601, South Bend, IN, 46601",FALSE,41.6825204,-86.2504095
Public Parking Facility License,EPISCOPAL CATHEDRAL OF ST JAME,117 N  LAFAYETTE BLVD,RENEWED,SOUTH BEND,IN,46601,574-232-4837,2020,652PARK2020,"117 N  LAFAYETTE BLVD, SOUTH BEND, IN, 46601",FALSE,41.6769451,-86.2539663
Automotive Repair License,GURLEY LEEP FORD,320 E IRELAND RD,RENEWED,South Bend,IN,46614,574-291-6910,2022,AUT2022-055,"320 E IRELAND RD, South Bend, IN, 46614",FALSE,41.629004,-86.2466704
Restaurant (A-M) License,MITCH'S CORNER SPORTS BAR,1516 N  IRONWOOD DR,RENEWED,SOUTH BEND,IN,46635,574-855-2365,2020,2932RESTAM2020,"1516 N  IRONWOOD DR, SOUTH BEND, IN, 46635",FALSE,41.6957593,-86.2163624
Restaurant (N-Z) License,THE SOUTH BEND CHOCOLATE CO. INC.,"3300 W SAMPLE ST, SOUTH BEND, IN, 46619",ACTIVE,SOUTH BEND,IN,46619,574-233-2577,2023,RST2023-275,"3300 W SAMPLE ST, SOUTH BEND, IN, 46619, SOUTH BEND, IN, 46619",FALSE,NA,NA
Restaurant (N-Z) License,Rincon Huasteco,2208 W WESTERN AVE,RENEWED,South Bend,IN,46619,574-855-1903,2021,RST2021-339,"2208 W WESTERN AVE, South Bend, IN, 46619",FALSE,41.6718006,-86.2814865
Taxi Driver License,IBRAHIM LISSANE / EAGLE CAB LLC,110 CHARLESTON DR,ACTIVE,SOUTH BEND,IN,46628,574-287-6666,2022,TXD2022-013,"110 CHARLESTON DR, SOUTH BEND, IN, 46628",FALSE,NA,NA
Restaurant (N-Z) License,THE VIEW TAVERN,515 E JEFFERSON BLVD,RENEWED,SOUTH BEND,IN,46617,574-288-8439,2022,RST2022-137,"515 E JEFFERSON BLVD, SOUTH BEND, IN, 46617",FALSE,41.6752433,-86.2434571
Arborist License,VERA CRUZ TREE SERVICE,24265   FILLMORE RD,RENEWED,SOUTH BEND,IN,46619,574-288-6543,2020,5243ARBOR2020,"24265   FILLMORE RD, SOUTH BEND, IN, 46619",FALSE,NA,NA
Restaurant (N-Z) License,SWEET STREET CORNER COFFEE,1105   NORTHSIDE BLVD,RENEWED,MISHAWAKA,IN,46545,574-309-1459,2020,4747RESTZ2020,"1105   NORTHSIDE BLVD, MISHAWAKA, IN, 46545",FALSE,NA,NA
Restaurant (A-M) License,Buffalo Wild Wings of South Bend,"326 W IRELAND RD, SOUTH BEND, IN, 46614",ACTIVE,South Bend,IN,46614,574-232-2293,2023,RST2023-187,"326 W IRELAND RD, SOUTH BEND, IN, 46614, South Bend, IN, 46614",FALSE,NA,NA
Restaurant (N-Z) License,STAR 001 LLC,3323 PRAIRIE AVE,ACTIVE,SOUTH BEND,IN,46614,574-217-7630,2023,RST2023-277,"3323 PRAIRIE AVE, SOUTH BEND, IN, 46614",FALSE,41.655314,-86.2686921
Restaurant (A-M) License,Jersey Mikes Subs,315 W. Ireland Rd.,RENEWED,South Bend,IN,46614,574-800-5800,2022,RST2022-262,"315 W. Ireland Rd., South Bend, IN, 46614",FALSE,41.628657,-86.277703
Restaurant (N-Z) License,TACO BELL,221 W LASALLE AVE,RENEWED,SOUTH BEND,IN,46614,574-233-3431,2021,RST2021-436,"221 W LASALLE AVE, SOUTH BEND, IN, 46614",FALSE,41.6792966,-86.2532158
Restaurant (A-M) License,Life Treatment Centers,"1402 S MICHIGAN ST, SOUTH BEND, 46613",ACTIVE,South Bend,IN,46613,574-233-5433,2023,RST2023-116,"1402 S MICHIGAN ST, SOUTH BEND, 46613, South Bend, IN, 46613",FALSE,NA,NA
Restaurant (A-M) License,J J FISH & CHICKEN,3622   EDISON RD,RENEWED,SOUTH BEND,IN,46615,574-288-4221,2020,1840RESTAM2020,"3622   EDISON RD, SOUTH BEND, IN, 46615",FALSE,41.6946184,-86.1987021
Restaurant (A-M) License,DOMINO'S PIZZA #9671,3301 LINCOLN WAY W,RENEWED,GULFPORT,MS,39571,574-703-3638,2020,8133RESTAM2020,"3301 LINCOLN WAY W, GULFPORT, MS, 39571",FALSE,NA,NA
Secondhand Store License,Shop Eclectic LLC,NA,DENIED,south bend,IN,46615,5744065933,2021,SHN2021-020,"NA, south bend, IN, 46615",FALSE,41.6739776,-86.2130076
Restaurant (A-M) License,FRANKYS TACOS LLC,2720 MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-931-2151,2021,RST2021-360,"2720 MISHAWAKA AVE, SOUTH BEND, IN, 46615",FALSE,41.6655092,-86.2079307
Restaurant (A-M) License,DOM'S FROYO LLC,"560 W IRELAND RD, SOUTH BEND, 46614",ACTIVE,SOUTH BEND,IN,46614,574-855-1120,2023,RST2023-341,"560 W IRELAND RD, SOUTH BEND, 46614, SOUTH BEND, IN, 46614",FALSE,NA,NA
Restaurant (N-Z) License,St. Clair's Butcher Shoppe INC.,"3601 EDISON RD J, SOUTH BEND, IN, 46615",RENEWED,SOUTH BEND,IN,46615,574-217-8828,2022,RST2022-361,"3601 EDISON RD J, SOUTH BEND, IN, 46615, SOUTH BEND, IN, 46615",FALSE,NA,NA
Arborist License,"The Stanger Group, Inc",15763 CR 46,ACTIVE,Goshen,IN,46528,574-642-3390,2023,ARB2023-028,"15763 CR 46, Goshen, IN, 46528",FALSE,NA,NA
Restaurant (N-Z) License,RINCON HUASTECO,2208 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-855-1903,2020,RST2020-066,"2208 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6718006,-86.2814865
Tattoo/Body Piercing Est License,FLAMING CHARIOT TATTOO,930 E. IRELAND RD.,ACTIVE,SOUTH BEND,IN,46614,574-217-8164,2023,TAE2023-003,"930 E. IRELAND RD., SOUTH BEND, IN, 46614",FALSE,41.6291848,-86.2383906
Massage Therapist License,PAMELA ANNE LA MANNA,2318 Joni Ln,RENEWED,STEVENSVILLE,MI,49127,574-850-5090,2021,MST2021-006,"2318 Joni Ln, STEVENSVILLE, MI, 49127",FALSE,NA,NA
Restaurant (N-Z) License,SPEEDWAY #8531,2702 MISHAWAKA AVE,RENEWED,SPRINGFIELD,OH,45501-1580,574-282-2402,2020,907RESTZ2020,"2702 MISHAWAKA AVE, SPRINGFIELD, OH, 45501-1580",FALSE,NA,NA
Restaurant (N-Z) License,TACOS CHUMINA,3021 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-339-1158,2021,RST2021-404,"3021 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6722199,-86.2921559
Automotive Repair License,SPEEDY'S AUTO & CYCLE SALES,4001 W  SAMPLE ST,RENEWED,SOUTH BEND,IN,46619,574-234-1809,2020,714AUTO2020,"4001 W  SAMPLE ST, SOUTH BEND, IN, 46619",FALSE,41.664722,-86.303362
Restaurant (A-M) License,Hotville South Bend INC - dba Dave's Hot Chicken,"1124 E ANGELA BLVD 101, IN, 46613",ACTIVE,South Bend,IN,46617,574-381-4030,2023,RST2023-255,"1124 E ANGELA BLVD 101, IN, 46613, South Bend, IN, 46617",FALSE,NA,NA
Self Service Laundry/Dry Cleaner License,VALET LAUNDRY LLC,234 S Chapin St,RENEWED,SOUTH BEND,IN,46601,574-514-7976,2021,LND21-00019,"234 S Chapin St, SOUTH BEND, IN, 46601",FALSE,41.6664675,-86.261313
Massage Therapist License,ELIZABETH NOELLE TRICKER,1114   WHITE OAK DR,RENEWED,SOUTH BEND,IN,46617,574-968-5301,2020,8375MSGTEC2020,"1114   WHITE OAK DR, SOUTH BEND, IN, 46617",FALSE,41.6898177,-86.2244718
Secondhand Store License,"OZARK TRADING POST, LLC",1530 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-287-7550,2022,SHN2022-003,"1530 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6718976,-86.2740187
Restaurant (N-Z) License,WALMART #3436,700 W IRELAND RD,ACTIVE,SOUTH BEND,IN,46614,574-299-1284,2023,RST2023-296,"700 W IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6263394,-86.2578871
Lawn Parking License,1108 N. FRANCES ST.,1108 N. FRANCES ST.,INACTIVE,SOUTH BEND,IN,46617,NA,2021,LWN2021-049,"1108 N. FRANCES ST., SOUTH BEND, IN, 46617",FALSE,41.6901509,-86.2370949
Restaurant (N-Z) License,RL19 Inc.,3627 MCKINLEY AVE,READY2ISSU,South Bend,IN,46615,574-287-9926,2022,RST2022-533,"3627 MCKINLEY AVE, South Bend, IN, 46615",FALSE,41.6803502,-86.1975288
Restaurant (N-Z) License,Taphouse on the Edge,"1803 South Bend Ave, South Bend, Indiana, 46637",ACTIVE,South Bend,IN,46637,574-247-9293,2023,RST2023-265,"1803 South Bend Ave, South Bend, Indiana, 46637, South Bend, IN, 46637",FALSE,NA,NA
Tattoo/Body Piercing Est License,GENESIS TATTOO,2212 MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-204-2689,2021,TAE2021-002,"2212 MISHAWAKA AVE, SOUTH BEND, IN, 46615",FALSE,41.6656151,-86.2145127
Scrap Metal Dealer License,US SCRAP & RECYCLING,1610 CIRCLE AVE,RENEWED,SOUTH BEND,IN,46628,574-340-8408,2022,SCR2022-005,"1610 CIRCLE AVE, SOUTH BEND, IN, 46628",FALSE,41.6760605,-86.2746698
Rubbish/Garbage Removal License,REPUBLIC SERVICES,3300 Charlotte Ave,RENEWED,SOUTH BEND,IN,46517,574-218-6732,2021,GAR2021-007,"3300 Charlotte Ave, SOUTH BEND, IN, 46517",FALSE,NA,NA
Restaurant (N-Z) License,THE ORIGINAL PANCAKE HOUSE,1430 N IRONWOOD DR,RENEWED,South Bend,IN,46635,NA,2021,RST2021-281,"1430 N IRONWOOD DR, South Bend, IN, 46635",FALSE,41.6953629,-86.216044
Public Parking Facility License,"Laz Parking Midwest, LLC","1228 N EDDY ST, SOUTH BEND, IN, 46617",ACTIVE,SOUTH BEND,IN,46617,NA,2023,PBP2023-005,"1228 N EDDY ST, SOUTH BEND, IN, 46617, SOUTH BEND, IN, 46617",FALSE,NA,NA
Automotive Repair License,WALMART #3436,700 W IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-299-1284,2022,AUT2022-016,"700 W IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6263394,-86.2578871
Restaurant (N-Z) License,THE WELL @ RIVER PARK GRACE,2410 MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-387-2410,2020,5693RESTZ2020,"2410 MISHAWAKA AVE, SOUTH BEND, IN, 46615",FALSE,41.6656287,-86.2124633
Restaurant (N-Z) License,Panaderia y Super Mercado San Miguel,2712 W WESTERN AVE,RENEWED,South Bend,IN,46619,574-584-4118,2021,RST2021-156,"2712 W WESTERN AVE, South Bend, IN, 46619",FALSE,41.6717987,-86.2882165
Restaurant (N-Z) License,Starlite Pizza,"932 E IRELAND RD, SOUTH BEND, IN, 46614",RENEWED,South Bend,IN,46614,574-291-5757,2022,RST2022-279,"932 E IRELAND RD, SOUTH BEND, IN, 46614, South Bend, IN, 46614",FALSE,NA,NA
Restaurant (N-Z) License,St. Margaret's House,117 N Lafyette Blvd,RENEWED,South Bend,IN,46601,574-234-7795,2022,RST2022-344,"117 N Lafyette Blvd, South Bend, IN, 46601",FALSE,NA,NA
Alarm Agent License,ALARM TECH CENTRAL SERVICES IN,85 Air Park Dr,RENEWED,RONKONKOMA,NY,11779,800-729-8324,2020,7687ALARM2020,"85 Air Park Dr, RONKONKOMA, NY, 11779",FALSE,NA,NA
Automotive Repair License,"LINE DESIGNS OF INDIANA, INC",2408 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46614,574-234-3456,2021,AUT2021-034,"2408 S MICHIGAN ST, SOUTH BEND, IN, 46614",FALSE,41.6493875,-86.2493587
Alarm Agent License,CIRCLE CITY SECURITY SYSTEMS INC.,5355 E 38th St,RENEWED,SOUTH BEND,IN,46218,317-542-7087,2020,5406ALARM2020,"5355 E 38th St, SOUTH BEND, IN, 46218",FALSE,NA,NA
Restaurant (A-M) License,Las Tarascas Restaurant,2335 PRAIRIE AVE,ACTIVE,South Bend,IN,46614,574-383-5963,2023,RST2023-352,"2335 PRAIRIE AVE, South Bend, IN, 46614",FALSE,41.649938,-86.2817209
Restaurant (A-M) License,Martin's Super Markets #10,"2081 SOUTH BEND AVE A, South Bend, IN, 466375641",READY2ISSU,South Bend,MI,46637,574-272-6922,2023,RST2023-124,"2081 SOUTH BEND AVE A, South Bend, IN, 466375641, South Bend, MI, 46637",FALSE,NA,NA
Restaurant (A-M) License,Jimmy John's,"1234 N EDDY ST, SOUTH BEND, IN, 46617",RENEWED,SOUTH BEND,IN,46617,630-303-0461,2021,RST2021-159,"1234 N EDDY ST, SOUTH BEND, IN, 46617, SOUTH BEND, IN, 46617",FALSE,NA,NA
Scrap Metal Dealer License,LKQ Pick Your Part Midwest LLC,1602 S LAFAYETTE BLVD,RENEWED,South Bend,IN,46613,574-233-2277,2022,SCR2022-007,"1602 S LAFAYETTE BLVD, South Bend, IN, 46613",FALSE,41.6595266,-86.2530725
Lawn Parking License,110 E. ANGELA BLVD.,110 E. ANGELA BLVD.,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-025,"110 E. ANGELA BLVD., SOUTH BEND, IN, 46617",FALSE,41.6938799,-86.2494199
Massage Therapist License,Laura J. Mattingly,1209 Hillcrest Rd.,ACTIVE,South Bend,IN,46617,574-315-0814,2023,MST2023-015,"1209 Hillcrest Rd., South Bend, IN, 46617",FALSE,41.6916178,-86.2520406
Restaurant (N-Z) License,SWEET FROG PREMIUM FROZEN YOGURT,"560 W IRELAND RD, SOUTH BEND, 46614",RENEWED,SOUTH BEND,IN,46614,219-781-7768,2021,RST2021-292,"560 W IRELAND RD, SOUTH BEND, 46614, SOUTH BEND, IN, 46614",FALSE,NA,NA
Restaurant (N-Z) License,SAINT MARGARET'S HOUSE,117 N  LAFAYETTE BLVD,RENEWED,SOUTH BEND,IN,46601,574-234-7795,2020,6659RESTZ2020,"117 N  LAFAYETTE BLVD, SOUTH BEND, IN, 46601",FALSE,41.6769451,-86.2539663
Restaurant (N-Z) License,7-ELEVEN #32573K,501 E LASALLE AVE,EXPIRED,SOUTH BEND,IN,46617,574-234-5221,2022,RST2022-499,"501 E LASALLE AVE, SOUTH BEND, IN, 46617",FALSE,41.679249,-86.244206
Taxi Vehicle License,EAGLE CAB LLC,1657 COMMERCE DR.,READY2ISSU,SOUTH BEND,IN,46628,574-287-6666,2022,TXV2022-017,"1657 COMMERCE DR., SOUTH BEND, IN, 46628",FALSE,41.6986746,-86.307587
Restaurant (A-M) License,MEIJER GAS STATION #120,"21501 CLEVELAND RD,  SOUTH BEND,  46628",RENEWED,GRAND RAPIDS,MI,49544,616-735-8112,2020,1593RESTAM2020,"21501 CLEVELAND RD,  SOUTH BEND,  46628, GRAND RAPIDS, MI, 49544",FALSE,NA,NA
Restaurant (A-M) License,FAT BOY'S INC.,1239 KING ST.,RENEWED,SOUTH BEND,IN,46616,574-383-6666,2022,RST2022-471,"1239 KING ST., SOUTH BEND, IN, 46616",FALSE,41.6945003,-86.2682634
Restaurant (A-M) License,CINDY'S TAZTY TREATZ,4650 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-383-5645,2020,RST2020-031,"4650 W  WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.671992,-86.3126115
Lawn Parking License,1203 WHITE OAK DR.,1203 WHITE OAK DR.,EXPIRED,SOUTH BEND,IN,46617,NA,2022,LWN2022-065,"1203 WHITE OAK DR., SOUTH BEND, IN, 46617",FALSE,41.6910555,-86.2244278
Restaurant (A-M) License,Hacienda Mexican Restaurant,"3903 PORTAGE AVE #H, IN, 46628",RENEWED,South Bend,IN,46628,574-272-5922,2021,RST2021-017,"3903 PORTAGE AVE #H, IN, 46628, South Bend, IN, 46628",FALSE,NA,NA
Alarm Agent License,JOHNSON CONTROLS SECURITY SOLUTIONS INC,3600 W MCGILL ST,RENEWED,SOUTH BEND,IN,46628,NA,2021,ALR2021-051,"3600 W MCGILL ST, SOUTH BEND, IN, 46628",FALSE,NA,NA
Restaurant (N-Z) License,Rebel #887,2702 Mishawaka Ave.,RENEWED,South Bend,IN,46615,574-213-1068,2021,RST2021-458,"2702 Mishawaka Ave., South Bend, IN, 46615",FALSE,41.6653558,-86.2084882
Alarm Agent License,ALARMS BY TURNER,"56085 CHAPEL LN,  SOUTH BEND,  46619",RENEWED,SOUTH BEND,IN,46619,574-282-1102,2022,ALR2022-008,"56085 CHAPEL LN,  SOUTH BEND,  46619, SOUTH BEND, IN, 46619",FALSE,NA,NA
Restaurant (A-M) License,MC DONALD'S 25100,3402 PORTAGE AVE,ACTIVE,South Bend,IN,46628,574-273-4907,2023,RST2023-113,"3402 PORTAGE AVE, South Bend, IN, 46628",FALSE,41.724266,-86.2861342
Tattoo/Body Piercing Artist License,ERIC WIESINGER,21269 Auten Rd,ACTIVE,SOUTH BEND,IN,46628,765-269-6772,2023,TAA2023-006,"21269 Auten Rd, SOUTH BEND, IN, 46628",FALSE,41.7447471,-86.2685587
Automotive Repair License,AVINA'S BODY SHOP,1402 W  WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-232-0006,2020,1609AUTO2020,"1402 W  WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6718331,-86.2721384
Massage Establishment License,SUMMER SPA MASSAGE THERAPY,3601 E  JEFFERSON BLVD,RENEWED,MISHAWAKA,IN,46545,574-383-5035,2020,8681MSGEST2020,"3601 E  JEFFERSON BLVD, MISHAWAKA, IN, 46545",FALSE,41.6734385,-86.1459826
Massage Establishment License,SOUTHSIDE MASSAGE RETREAT,"401 E COLFAX AVE,  SOUTH BEND,  46617",READY2ISSU,SOUTH BEND,IN,46617,574-612-8284,2023,MSE2023-007,"401 E COLFAX AVE,  SOUTH BEND,  46617, SOUTH BEND, IN, 46617",FALSE,NA,NA
Automotive Repair License,LOS COMPADRES AUTO REPAIR,1505 W SAMPLE ST,RENEWED,SOUTH BEND,IN,46619,574-300-5509,2021,AUT2021-010,"1505 W SAMPLE ST, SOUTH BEND, IN, 46619",FALSE,41.6649889,-86.2719526
Restaurant (N-Z) License,Starbucks Coffee #9758,"1290 E IRELAND RD Z, IN, 46614",ACTIVE,SOUTH BEND,IN,46614,574-231-1057,2023,RST2023-360,"1290 E IRELAND RD Z, IN, 46614, SOUTH BEND, IN, 46614",FALSE,NA,NA
Secondhand Store License,"RENEGADE RESALE, LLC",928 E. IRELAND RD.,ACTIVE,SOUTH BEND,IN,46614,574-217-8039,2023,SHN2023-009,"928 E. IRELAND RD., SOUTH BEND, IN, 46614",FALSE,41.6291839,-86.2384308
Restaurant (A-M) License,CROOKED EWE BREWERY & ALE HOUSE,1047 LINCOLN WAY E,RENEWED,SOUTH BEND,IN,46601,574-217-0881,2022,RST2022-258,"1047 LINCOLN WAY E, SOUTH BEND, IN, 46601",FALSE,NA,NA
Arborist License,VERA CRUZ TREE SERVICE,24265 FILLMORE RD,RENEWED,SOUTH BEND,IN,46619,574-288-6543,2021,ARB2021-027,"24265 FILLMORE RD, SOUTH BEND, IN, 46619",FALSE,NA,NA
Restaurant (N-Z) License,RIVERWALK CAFE,701 N NILES AVE,CLOSED,SOUTH BEND,IN,46617,904-716-3339,2021,RST2021-197,"701 N NILES AVE, SOUTH BEND, IN, 46617",FALSE,41.683915,-86.244883
